collection_date,route,advance_days,representative_fare,observation_count
2026-07-12,BOM_DEL,15,8235.52,12
2026-07-12,CCU_DEL,15,8324.560000000001,10
2026-07-12,DEL_BLR,15,8569.985,12
2026-07-12,DEL_BOM,15,7801.53,18
2026-07-12,DEL_CCU,15,8635.79,15
2026-07-12,HYD_DEL,15,7313.23,13
2026-07-12,MAA_DEL,15,9258.4,23
2026-07-12,BLR_DEL,30,7406.31,11
2026-07-12,BLR_HYD,30,4560.139999999999,14
2026-07-12,BOM_BLR,30,6013.69,9
2026-07-12,BOM_DEL,30,6725.59,14
2026-07-12,CCU_DEL,30,6994.35,14
2026-07-12,DEL_BLR,30,7961.73,14
2026-07-12,DEL_BOM,30,6914.91,15
2026-07-12,DEL_CCU,30,7052.41,11
2026-07-12,HYD_DEL,30,5915.0599999999995,20
2026-07-12,MAA_DEL,30,7880.504999999999,12
2026-07-12,BLR_DEL,45,7647.68,17
2026-07-12,BLR_HYD,45,4361.68,9
2026-07-12,BOM_BLR,45,5977.71,17
2026-07-12,BOM_DEL,45,6317.85,15
2026-07-12,CCU_DEL,45,6454.37,11
2026-07-12,DEL_BLR,45,7469.8,9
2026-07-12,DEL_BOM,45,6224.39,13
2026-07-12,DEL_CCU,45,6630.1,10
2026-07-12,HYD_DEL,45,5914.405,14
2026-07-12,MAA_DEL,45,7535.92,19
2026-07-13,BLR_DEL,1,13192.07,19
2026-07-13,BLR_HYD,1,7302.875,10
2026-07-13,BOM_BLR,1,9845.98,9
2026-07-13,BOM_DEL,1,11006.42,17
2026-07-13,CCU_DEL,1,12537.63,17
2026-07-13,DEL_BLR,1,11914.045,10
2026-07-13,DEL_BOM,1,11573.2,15
2026-07-13,DEL_CCU,1,12205.195,18
2026-07-13,HYD_DEL,1,10277.42,15
2026-07-13,MAA_DEL,1,13302.5,16
2026-07-13,BLR_DEL,7,10659.915,10
2026-07-13,BLR_HYD,7,5829.31,17
2026-07-13,BOM_BLR,7,7345.11,9
2026-07-13,BOM_DEL,7,8770.61,14
2026-07-13,CCU_DEL,7,9742.59,13
2026-07-13,DEL_BLR,7,10341.69,17
2026-07-13,DEL_BOM,7,8848.51,21
2026-07-13,DEL_CCU,7,9621.56,15
2026-07-13,HYD_DEL,7,8080.825000000001,10
2026-07-13,MAA_DEL,7,10810.83,16
2026-07-13,BLR_DEL,15,9318.74,17
2026-07-13,BLR_HYD,15,4889.9400000000005,10
2026-07-13,BOM_BLR,15,6803.455,14
2026-07-13,BOM_DEL,15,8054.95,9
2026-07-13,CCU_DEL,15,8799.36,15
2026-07-13,DEL_BLR,15,8216.025000000001,20
2026-07-13,DEL_BOM,15,8017.6,16
2026-07-13,DEL_CCU,15,8531.59,11
2026-07-13,HYD_DEL,15,6817.76,12
2026-07-13,MAA_DEL,15,9107.279999999999,14
2026-07-13,BLR_DEL,30,8080.29,21
2026-07-13,BLR_HYD,30,4671.055,18
2026-07-13,BOM_BLR,30,6440.385,20
2026-07-13,BOM_DEL,30,6726.66,15
2026-07-13,CCU_DEL,30,7801.08,12
2026-07-13,DEL_BLR,30,7565.75,14
2026-07-13,DEL_BOM,30,6579.17,17
2026-07-13,DEL_CCU,30,7731.82,13
2026-07-13,HYD_DEL,30,6796.97,17
2026-07-13,MAA_DEL,30,8088.77,21
2026-07-13,BLR_DEL,45,7118.985000000001,20
2026-07-13,BLR_HYD,45,4014.66,17
2026-07-13,BOM_BLR,45,5847.21,11
2026-07-13,BOM_DEL,45,6130.585,12
2026-07-13,CCU_DEL,45,6539.505,14
2026-07-13,DEL_BLR,45,7089.344999999999,18
2026-07-13,DEL_BOM,45,6597.0,11
2026-07-13,DEL_CCU,45,6865.219999999999,22
2026-07-13,HYD_DEL,45,5881.56,13
2026-07-13,MAA_DEL,45,7841.57,15
2026-07-14,BLR_DEL,1,13147.630000000001,24
2026-07-14,BLR_HYD,1,7313.59,15
2026-07-14,BOM_BLR,1,9942.79,11
2026-07-14,BOM_DEL,1,11819.41,17
2026-07-14,CCU_DEL,1,11855.130000000001,12
2026-07-14,DEL_BLR,1,12152.630000000001,12
2026-07-14,DEL_BOM,1,12473.575,16
2026-07-14,DEL_CCU,1,12323.130000000001,14
2026-07-14,HYD_DEL,1,11126.315,14
2026-07-14,MAA_DEL,1,13387.64,14
2026-07-14,BLR_DEL,7,10508.55,24
2026-07-14,BLR_HYD,7,5912.42,13
2026-07-14,BOM_BLR,7,7986.64,11
2026-07-14,BOM_DEL,7,9549.24,19
2026-07-14,CCU_DEL,7,9596.96,15
2026-07-14,DEL_BLR,7,10418.62,17
2026-07-14,DEL_BOM,7,9869.89,9
2026-07-14,DEL_CCU,7,9618.705,14
2026-07-14,HYD_DEL,7,8699.575,18
2026-07-14,MAA_DEL,7,10523.65,7
2026-07-14,BLR_DEL,15,8903.970000000001,8
2026-07-14,BLR_HYD,15,5283.344999999999,12
2026-07-14,BOM_BLR,15,7089.44,13
2026-07-14,BOM_DEL,15,7098.42,17
2026-07-14,CCU_DEL,15,9005.475,6
2026-07-14,DEL_BLR,15,8789.62,13
2026-07-14,DEL_BOM,15,7777.07,13
2026-07-14,DEL_CCU,15,7945.44,15
2026-07-14,HYD_DEL,15,6737.06,16
2026-07-14,MAA_DEL,15,9326.535,20
2026-07-14,BLR_DEL,30,7736.030000000001,16
2026-07-14,BLR_HYD,30,4261.59,15
2026-07-14,BOM_BLR,30,6076.045,20
2026-07-14,BOM_DEL,30,6885.57,13
2026-07-14,CCU_DEL,30,6311.415,14
2026-07-14,DEL_BLR,30,7937.28,13
2026-07-14,DEL_BOM,30,6750.34,13
2026-07-14,DEL_CCU,30,6978.655000000001,14
2026-07-14,HYD_DEL,30,6101.0599999999995,12
2026-07-14,MAA_DEL,30,7876.37,27
2026-07-14,BLR_DEL,45,7341.905,14
2026-07-14,BLR_HYD,45,4493.15,19
2026-07-14,BOM_BLR,45,5822.94,23
2026-07-14,BOM_DEL,45,6118.03,19
2026-07-14,CCU_DEL,45,6876.71,21
2026-07-14,DEL_BLR,45,7289.51,19
2026-07-14,DEL_BOM,45,6277.705,16
2026-07-14,DEL_CCU,45,6464.63,21
2026-07-14,HYD_DEL,45,5793.76,11
2026-07-14,MAA_DEL,45,7542.34,11
2026-07-15,BLR_DEL,1,12577.07,12
2026-07-15,BLR_HYD,1,7417.62,15
2026-07-15,BOM_BLR,1,9893.39,19
2026-07-15,BOM_DEL,1,11851.3,17
2026-07-15,CCU_DEL,1,13322.97,15
2026-07-15,DEL_BLR,1,12655.09,19
2026-07-15,DEL_BOM,1,11409.215,16
2026-07-15,DEL_CCU,1,12003.0,13
2026-07-15,HYD_DEL,1,10546.33,17
2026-07-15,MAA_DEL,1,13492.485,24
2026-07-15,BLR_DEL,7,10172.43,19
2026-07-15,BLR_HYD,7,5778.81,13
2026-07-15,BOM_BLR,7,7801.19,23
2026-07-15,BOM_DEL,7,9360.77,17
2026-07-15,CCU_DEL,7,9246.23,13
2026-07-15,DEL_BLR,7,10546.17,13
2026-07-15,DEL_BOM,7,10052.75,14
2026-07-15,DEL_CCU,7,10048.099999999999,14
2026-07-15,HYD_DEL,7,8421.11,12
2026-07-15,MAA_DEL,7,11191.025000000001,12
2026-07-15,BLR_DEL,15,8840.13,15
2026-07-15,BLR_HYD,15,4885.27,15
2026-07-15,BOM_BLR,15,6841.585,14
2026-07-15,BOM_DEL,15,7665.305,10
2026-07-15,CCU_DEL,15,8165.46,14
2026-07-15,DEL_BLR,15,9134.654999999999,20
2026-07-15,DEL_BOM,15,7756.7,22
2026-07-15,DEL_CCU,15,8734.56,16
2026-07-15,HYD_DEL,15,7303.71,17
2026-07-15,MAA_DEL,15,8932.97,9
2026-07-15,BLR_DEL,30,7553.0599999999995,18
2026-07-15,BLR_HYD,30,4615.9349999999995,20
2026-07-15,BOM_BLR,30,6050.48,13
2026-07-15,BOM_DEL,30,6534.14,21
2026-07-15,CCU_DEL,30,6942.42,23
2026-07-15,DEL_BLR,30,7583.365,16
2026-07-15,DEL_BOM,30,7045.52,13
2026-07-15,DEL_CCU,30,7383.1,13
2026-07-15,HYD_DEL,30,6096.055,12
2026-07-15,MAA_DEL,30,7579.24,9
2026-07-15,BLR_DEL,45,7860.84,14
2026-07-15,BLR_HYD,45,4811.73,15
2026-07-15,BOM_BLR,45,6149.0,9
2026-07-15,BOM_DEL,45,7556.46,18
2026-07-15,CCU_DEL,45,7365.594999999999,18
2026-07-15,DEL_BLR,45,7854.79,20
2026-07-15,DEL_BOM,45,7243.29,11
2026-07-15,DEL_CCU,45,7810.585,18
2026-07-15,HYD_DEL,45,6335.48,12
2026-07-15,MAA_DEL,45,8003.98,15
2026-07-16,BLR_DEL,1,14136.83,24
2026-07-16,BLR_HYD,1,7844.33,14
2026-07-16,BOM_BLR,1,9622.76,10
2026-07-16,BOM_DEL,1,11273.06,15
2026-07-16,CCU_DEL,1,11883.15,9
2026-07-16,DEL_BLR,1,11664.58,15
2026-07-16,DEL_BOM,1,11810.09,12
2026-07-16,DEL_CCU,1,12067.82,12
2026-07-16,HYD_DEL,1,10673.76,10
2026-07-16,MAA_DEL,1,13952.11,15
2026-07-16,BLR_DEL,7,10238.8,13
2026-07-16,BLR_HYD,7,5843.08,13
2026-07-16,BOM_BLR,7,8250.02,14
2026-07-16,BOM_DEL,7,10050.26,13
2026-07-16,CCU_DEL,7,10073.54,18
2026-07-16,DEL_BLR,7,9944.34,13
2026-07-16,DEL_BOM,7,9307.405,14
2026-07-16,DEL_CCU,7,9921.189999999999,16
2026-07-16,HYD_DEL,7,8485.35,26
2026-07-16,MAA_DEL,7,10880.24,22
2026-07-16,BLR_DEL,15,9358.79,13
2026-07-16,BLR_HYD,15,5184.61,7
2026-07-16,BOM_BLR,15,7059.82,10
2026-07-16,BOM_DEL,15,7923.514999999999,18
2026-07-16,CCU_DEL,15,8428.13,15
2026-07-16,DEL_BLR,15,8644.57,13
2026-07-16,DEL_BOM,15,8288.724999999999,10
2026-07-16,DEL_CCU,15,8612.77,21
2026-07-16,HYD_DEL,15,7669.79,8
2026-07-16,MAA_DEL,15,9552.25,12
2026-07-16,BLR_DEL,30,8237.72,19
2026-07-16,BLR_HYD,30,4796.299999999999,12
2026-07-16,BOM_BLR,30,6614.3150000000005,18
2026-07-16,BOM_DEL,30,7669.9349999999995,16
2026-07-16,CCU_DEL,30,8463.89,23
2026-07-16,DEL_BLR,30,8247.17,15
2026-07-16,DEL_BOM,30,7321.85,15
2026-07-16,DEL_CCU,30,7722.7,13
2026-07-16,HYD_DEL,30,7047.33,15
2026-07-16,MAA_DEL,30,8739.25,15
2026-07-16,BLR_DEL,45,8031.29,13
2026-07-16,BLR_HYD,45,4457.49,15
2026-07-16,BOM_BLR,45,6372.14,11
2026-07-16,BOM_DEL,45,6971.61,15
2026-07-16,CCU_DEL,45,7589.395,14
2026-07-16,DEL_BLR,45,8745.17,12
2026-07-16,DEL_BOM,45,6907.9400000000005,12
2026-07-16,DEL_CCU,45,7048.86,11
2026-07-16,HYD_DEL,45,6710.41,23
2026-07-16,MAA_DEL,45,7443.83,15
2026-07-17,BLR_DEL,1,13698.8,13
2026-07-17,BLR_HYD,1,8081.2,11
2026-07-17,BOM_BLR,1,11200.4,11
2026-07-17,BOM_DEL,1,12567.18,11
2026-07-17,CCU_DEL,1,12924.0,14
2026-07-17,DEL_BLR,1,14149.445,20
2026-07-17,DEL_BOM,1,12754.02,18
2026-07-17,DEL_CCU,1,13048.54,17
2026-07-17,HYD_DEL,1,10778.189999999999,16
2026-07-17,MAA_DEL,1,15342.365,14
2026-07-17,BLR_DEL,7,10000.55,13
2026-07-17,BLR_HYD,7,5755.82,17
2026-07-17,BOM_BLR,7,8560.535,14
2026-07-17,BOM_DEL,7,9414.925,18
2026-07-17,CCU_DEL,7,9974.42,7
2026-07-17,DEL_BLR,7,9717.21,21
2026-07-17,DEL_BOM,7,8976.88,13
2026-07-17,DEL_CCU,7,9158.22,9
2026-07-17,HYD_DEL,7,8497.07,9
2026-07-17,MAA_DEL,7,10721.59,15
2026-07-17,BLR_DEL,15,10281.555,10
2026-07-17,BLR_HYD,15,5751.97,17
2026-07-17,BOM_BLR,15,7817.43,12
2026-07-17,BOM_DEL,15,9337.84,13
2026-07-17,CCU_DEL,15,8522.45,16
2026-07-17,DEL_BLR,15,10185.415,18
2026-07-17,DEL_BOM,15,7794.59,13
2026-07-17,DEL_CCU,15,10054.78,15
2026-07-17,HYD_DEL,15,7687.525,18
2026-07-17,MAA_DEL,15,10556.86,11
2026-07-17,BLR_DEL,30,8626.28,27
2026-07-17,BLR_HYD,30,4945.6849999999995,20
2026-07-17,BOM_BLR,30,6336.04,21
2026-07-17,BOM_DEL,30,7467.51,13
2026-07-17,CCU_DEL,30,7930.61,9
2026-07-17,DEL_BLR,30,8841.435000000001,22
2026-07-17,DEL_BOM,30,7427.035,12
2026-07-17,DEL_CCU,30,7903.01,17
2026-07-17,HYD_DEL,30,6968.79,15
2026-07-17,MAA_DEL,30,9618.965,12
2026-07-17,BLR_DEL,45,7705.33,13
2026-07-17,BLR_HYD,45,3885.35,19
2026-07-17,BOM_BLR,45,5825.55,11
2026-07-17,BOM_DEL,45,6341.455,16
2026-07-17,CCU_DEL,45,6523.0,13
2026-07-17,DEL_BLR,45,6519.09,9
2026-07-17,DEL_BOM,45,6825.85,21
2026-07-17,DEL_CCU,45,6303.95,12
2026-07-17,HYD_DEL,45,6238.165,14
2026-07-17,MAA_DEL,45,7652.450000000001,14
2026-07-18,BLR_DEL,1,13763.025,16
2026-07-18,BLR_HYD,1,7769.93,10
2026-07-18,BOM_BLR,1,11124.39,19
2026-07-18,BOM_DEL,1,12780.81,13
2026-07-18,CCU_DEL,1,13616.009999999998,14
2026-07-18,DEL_BLR,1,13885.06,19
2026-07-18,DEL_BOM,1,12406.740000000002,16
2026-07-18,DEL_CCU,1,13685.16,19
2026-07-18,HYD_DEL,1,11402.02,17
2026-07-18,MAA_DEL,1,15647.955,14
2026-07-18,BLR_DEL,7,11104.69,21
2026-07-18,BLR_HYD,7,6697.655000000001,12
2026-07-18,BOM_BLR,7,8901.585,26
2026-07-18,BOM_DEL,7,10060.225,14
2026-07-18,CCU_DEL,7,10601.15,17
2026-07-18,DEL_BLR,7,11902.66,16
2026-07-18,DEL_BOM,7,10810.13,17
2026-07-18,DEL_CCU,7,10349.43,11
2026-07-18,HYD_DEL,7,9527.235,16
2026-07-18,MAA_DEL,7,11919.485,20
2026-07-18,BLR_DEL,15,10396.16,17
2026-07-18,BLR_HYD,15,5720.07,17
2026-07-18,BOM_BLR,15,7553.79,22
2026-07-18,BOM_DEL,15,8771.17,19
2026-07-18,CCU_DEL,15,8964.900000000001,14
2026-07-18,DEL_BLR,15,9689.61,20
2026-07-18,DEL_BOM,15,8936.630000000001,16
2026-07-18,DEL_CCU,15,8999.36,11
2026-07-18,HYD_DEL,15,7321.14,9
2026-07-18,MAA_DEL,15,10090.55,19
2026-07-18,BLR_DEL,30,7812.425,12
2026-07-18,BLR_HYD,30,4712.139999999999,16
2026-07-18,BOM_BLR,30,6350.01,12
2026-07-18,BOM_DEL,30,6304.66,14
2026-07-18,CCU_DEL,30,7445.305,20
2026-07-18,DEL_BLR,30,7284.28,15
2026-07-18,DEL_BOM,30,6799.59,11
2026-07-18,DEL_CCU,30,6676.88,15
2026-07-18,HYD_DEL,30,6521.415,18
2026-07-18,MAA_DEL,30,8707.07,16
2026-07-18,BLR_DEL,45,7165.785,20
2026-07-18,BLR_HYD,45,4394.91,22
2026-07-18,BOM_BLR,45,5785.16,8
2026-07-18,BOM_DEL,45,6744.91,14
2026-07-18,CCU_DEL,45,6825.04,18
2026-07-18,DEL_BLR,45,7319.53,11
2026-07-18,DEL_BOM,45,6593.37,12
2026-07-18,DEL_CCU,45,6557.4,21
2026-07-18,HYD_DEL,45,6093.98,13
2026-07-18,MAA_DEL,45,7980.04,17
2026-07-19,BLR_DEL,1,14348.925,12
2026-07-19,BLR_HYD,1,7593.41,16
2026-07-19,BOM_BLR,1,9808.52,23
2026-07-19,BOM_DEL,1,12753.335,16
2026-07-19,CCU_DEL,1,11813.224999999999,14
2026-07-19,DEL_BLR,1,12499.87,18
2026-07-19,DEL_BOM,1,10592.885,16
2026-07-19,DEL_CCU,1,12289.705,16
2026-07-19,HYD_DEL,1,10715.895,14
2026-07-19,MAA_DEL,1,14496.06,15
2026-07-19,BLR_DEL,7,11480.09,24
2026-07-19,BLR_HYD,7,6926.54,10
2026-07-19,BOM_BLR,7,7790.15,9
2026-07-19,BOM_DEL,7,10620.315,14
2026-07-19,CCU_DEL,7,11378.880000000001,12
2026-07-19,DEL_BLR,7,11518.03,23
2026-07-19,DEL_BOM,7,9533.93,12
2026-07-19,DEL_CCU,7,10507.84,17
2026-07-19,HYD_DEL,7,8792.035,16
2026-07-19,MAA_DEL,7,11627.205,20
2026-07-19,BLR_DEL,15,8466.375,16
2026-07-19,BLR_HYD,15,5372.89,13
2026-07-19,BOM_BLR,15,7050.01,13
2026-07-19,BOM_DEL,15,7235.639999999999,16
2026-07-19,CCU_DEL,15,8791.96,17
2026-07-19,DEL_BLR,15,9455.98,23
2026-07-19,DEL_BOM,15,7372.55,9
2026-07-19,DEL_CCU,15,7855.8,9
2026-07-19,HYD_DEL,15,7384.22,19
2026-07-19,MAA_DEL,15,9318.744999999999,10
2026-07-19,BLR_DEL,30,7031.4349999999995,14
2026-07-19,BLR_HYD,30,4448.889999999999,16
2026-07-19,BOM_BLR,30,6128.19,11
2026-07-19,BOM_DEL,30,6486.615,14
2026-07-19,CCU_DEL,30,7302.24,11
2026-07-19,DEL_BLR,30,7511.67,17
2026-07-19,DEL_BOM,30,7214.17,21
2026-07-19,DEL_CCU,30,7790.36,13
2026-07-19,HYD_DEL,30,6596.975,16
2026-07-19,MAA_DEL,30,8259.075,16
2026-07-19,BLR_DEL,45,7643.34,15
2026-07-19,BLR_HYD,45,4282.805,14
2026-07-19,BOM_BLR,45,5971.73,15
2026-07-19,BOM_DEL,45,6473.93,23
2026-07-19,CCU_DEL,45,7168.99,13
2026-07-19,DEL_BLR,45,7339.67,15
2026-07-19,DEL_BOM,45,6518.02,16
2026-07-19,DEL_CCU,45,6829.305,14
2026-07-19,HYD_DEL,45,6183.63,17
2026-07-19,MAA_DEL,45,7394.16,15
2026-07-20,BLR_DEL,1,13417.325,16
2026-07-20,BLR_HYD,1,8180.17,15
2026-07-20,BOM_BLR,1,10292.31,17
2026-07-20,BOM_DEL,1,11617.585,16
2026-07-20,CCU_DEL,1,12781.25,15
2026-07-20,DEL_BLR,1,12508.810000000001,16
2026-07-20,DEL_BOM,1,12435.84,13
2026-07-20,DEL_CCU,1,12704.2,9
2026-07-20,HYD_DEL,1,11127.49,15
2026-07-20,MAA_DEL,1,14272.67,13
2026-07-20,BLR_DEL,7,9829.38,15
2026-07-20,BLR_HYD,7,5902.68,21
2026-07-20,BOM_BLR,7,8002.514999999999,20
2026-07-20,BOM_DEL,7,9384.44,19
2026-07-20,CCU_DEL,7,9659.665,20
2026-07-20,DEL_BLR,7,10825.36,7
2026-07-20,DEL_BOM,7,9505.535,14
2026-07-20,DEL_CCU,7,9572.099999999999,14
2026-07-20,HYD_DEL,7,7947.0,11
2026-07-20,MAA_DEL,7,11156.31,19
2026-07-20,BLR_DEL,15,9803.055,10
2026-07-20,BLR_HYD,15,5017.75,12
2026-07-20,BOM_BLR,15,6652.200000000001,18
2026-07-20,BOM_DEL,15,8033.74,13
2026-07-20,CCU_DEL,15,8263.01,17
2026-07-20,DEL_BLR,15,8724.73,15
2026-07-20,DEL_BOM,15,8243.05,19
2026-07-20,DEL_CCU,15,8992.34,7
2026-07-20,HYD_DEL,15,7116.25,15
2026-07-20,MAA_DEL,15,8515.85,11
2026-07-20,BLR_DEL,30,8329.21,11
2026-07-20,BLR_HYD,30,4415.945,24
2026-07-20,BOM_BLR,30,5832.84,17
2026-07-20,BOM_DEL,30,7304.945,12
2026-07-20,CCU_DEL,30,6992.205,20
2026-07-20,DEL_BLR,30,7591.725,14
2026-07-20,DEL_BOM,30,7086.49,19
2026-07-20,DEL_CCU,30,7030.13,19
2026-07-20,HYD_DEL,30,6081.25,11
2026-07-20,MAA_DEL,30,7929.4400000000005,8
2026-07-20,BLR_DEL,45,7587.33,15
2026-07-20,BLR_HYD,45,4125.82,13
2026-07-20,BOM_BLR,45,5732.105,14
2026-07-20,BOM_DEL,45,6602.02,16
2026-07-20,CCU_DEL,45,6962.47,19
2026-07-20,DEL_BLR,45,7004.645,16
2026-07-20,DEL_BOM,45,6333.11,11
2026-07-20,DEL_CCU,45,7401.89,13
2026-07-20,HYD_DEL,45,6192.81,11
2026-07-20,MAA_DEL,45,7730.7,15
2026-07-21,BLR_DEL,1,12686.77,13
2026-07-21,BLR_HYD,1,6996.135,16
2026-07-21,BOM_BLR,1,10337.22,14
2026-07-21,BOM_DEL,1,11474.34,13
2026-07-21,CCU_DEL,1,12527.045,12
2026-07-21,DEL_BLR,1,12004.92,19
2026-07-21,DEL_BOM,1,11105.985,16
2026-07-21,DEL_CCU,1,12750.65,8
2026-07-21,HYD_DEL,1,11108.515,12
2026-07-21,MAA_DEL,1,14420.71,17
2026-07-21,BLR_DEL,7,10291.08,17
2026-07-21,BLR_HYD,7,6535.4349999999995,14
2026-07-21,BOM_BLR,7,8546.145,10
2026-07-21,BOM_DEL,7,8941.015,16
2026-07-21,CCU_DEL,7,9398.39,19
2026-07-21,DEL_BLR,7,10986.81,15
2026-07-21,DEL_BOM,7,9617.08,23
2026-07-21,DEL_CCU,7,9697.56,15
2026-07-21,HYD_DEL,7,8435.28,13
2026-07-21,MAA_DEL,7,11263.86,8
2026-07-21,BLR_DEL,15,8401.07,11
2026-07-21,BLR_HYD,15,5269.04,15
2026-07-21,BOM_BLR,15,7224.665,14
2026-07-21,BOM_DEL,15,8026.45,11
2026-07-21,CCU_DEL,15,7965.25,15
2026-07-21,DEL_BLR,15,8936.68,12
2026-07-21,DEL_BOM,15,8381.72,19
2026-07-21,DEL_CCU,15,8091.895,20
2026-07-21,HYD_DEL,15,7316.82,12
2026-07-21,MAA_DEL,15,9160.599999999999,12
2026-07-21,BLR_DEL,30,8173.235000000001,16
2026-07-21,BLR_HYD,30,4524.895,14
2026-07-21,BOM_BLR,30,6103.04,23
2026-07-21,BOM_DEL,30,6672.76,10
2026-07-21,CCU_DEL,30,7337.62,18
2026-07-21,DEL_BLR,30,7855.92,17
2026-07-21,DEL_BOM,30,6737.32,19
2026-07-21,DEL_CCU,30,7164.01,11
2026-07-21,HYD_DEL,30,6194.475,14
2026-07-21,MAA_DEL,30,7945.37,21
2026-07-21,BLR_DEL,45,7070.209999999999,14
2026-07-21,BLR_HYD,45,4333.53,13
2026-07-21,BOM_BLR,45,6112.71,14
2026-07-21,BOM_DEL,45,6658.0,12
2026-07-21,CCU_DEL,45,6963.57,19
2026-07-21,DEL_BLR,45,7121.655000000001,22
2026-07-21,DEL_BOM,45,6461.86,13
2026-07-21,DEL_CCU,45,6958.44,21
2026-07-21,HYD_DEL,45,5897.145,18
2026-07-21,MAA_DEL,45,7295.09,8
2026-07-22,BLR_DEL,1,13665.720000000001,14
2026-07-22,BLR_HYD,1,7478.344999999999,22
2026-07-22,BOM_BLR,1,9589.58,13
2026-07-22,BOM_DEL,1,11962.28,13
2026-07-22,CCU_DEL,1,12523.45,13
2026-07-22,DEL_BLR,1,13270.115,14
2026-07-22,DEL_BOM,1,11266.42,15
2026-07-22,DEL_CCU,1,12132.755000000001,16
2026-07-22,HYD_DEL,1,10189.515,20
2026-07-22,MAA_DEL,1,13157.0,13
2026-07-22,BLR_DEL,7,10714.36,19
2026-07-22,BLR_HYD,7,6320.17,12
2026-07-22,BOM_BLR,7,7888.53,17
2026-07-22,BOM_DEL,7,9643.06,13
2026-07-22,CCU_DEL,7,9400.185000000001,16
2026-07-22,DEL_BLR,7,11158.724999999999,8
2026-07-22,DEL_BOM,7,9946.330000000002,10
2026-07-22,DEL_CCU,7,9510.175,16
2026-07-22,HYD_DEL,7,8299.86,17
2026-07-22,MAA_DEL,7,11141.94,16
2026-07-22,BLR_DEL,15,9619.32,17
2026-07-22,BLR_HYD,15,5084.344999999999,18
2026-07-22,BOM_BLR,15,7320.555,18
2026-07-22,BOM_DEL,15,7418.54,15
2026-07-22,CCU_DEL,15,8267.43,14
2026-07-22,DEL_BLR,15,8580.51,9
2026-07-22,DEL_BOM,15,7247.370000000001,14
2026-07-22,DEL_CCU,15,7925.56,19
2026-07-22,HYD_DEL,15,6973.63,15
2026-07-22,MAA_DEL,15,9022.650000000001,20
2026-07-22,BLR_DEL,30,7798.94,15
2026-07-22,BLR_HYD,30,4328.63,16
2026-07-22,BOM_BLR,30,5962.39,15
2026-07-22,BOM_DEL,30,6988.26,17
2026-07-22,CCU_DEL,30,7279.46,19
2026-07-22,DEL_BLR,30,7329.64,13
2026-07-22,DEL_BOM,30,7062.97,13
2026-07-22,DEL_CCU,30,6665.45,16
2026-07-22,HYD_DEL,30,6202.405000000001,20
2026-07-22,MAA_DEL,30,7824.94,17
2026-07-22,BLR_DEL,45,8253.03,7
2026-07-22,BLR_HYD,45,4657.12,25
2026-07-22,BOM_BLR,45,6093.82,23
2026-07-22,BOM_DEL,45,7167.875,20
2026-07-22,CCU_DEL,45,7189.22,8
2026-07-22,DEL_BLR,45,7946.69,20
2026-07-22,DEL_BOM,45,7290.195,12
2026-07-22,DEL_CCU,45,6868.67,10
2026-07-22,HYD_DEL,45,6967.785,10
2026-07-22,MAA_DEL,45,8226.47,13
2026-07-23,BLR_DEL,1,12669.62,15
2026-07-23,BLR_HYD,1,7705.485,16
2026-07-23,BOM_BLR,1,10550.47,17
2026-07-23,BOM_DEL,1,11548.720000000001,12
2026-07-23,CCU_DEL,1,11333.49,17
2026-07-23,DEL_BLR,1,13157.8,17
2026-07-23,DEL_BOM,1,11035.7,15
2026-07-23,DEL_CCU,1,12216.884999999998,10
2026-07-23,HYD_DEL,1,9860.305,14
2026-07-23,MAA_DEL,1,13131.845000000001,12
2026-07-23,BLR_DEL,7,10793.835,14
2026-07-23,BLR_HYD,7,5590.5,11
2026-07-23,BOM_BLR,7,8361.75,14
2026-07-23,BOM_DEL,7,9726.41,5
2026-07-23,CCU_DEL,7,10306.1,15
2026-07-23,DEL_BLR,7,10417.755000000001,14
2026-07-23,DEL_BOM,7,8653.23,13
2026-07-23,DEL_CCU,7,10266.119999999999,18
2026-07-23,HYD_DEL,7,8944.41,13
2026-07-23,MAA_DEL,7,9826.16,9
2026-07-23,BLR_DEL,15,8595.87,13
2026-07-23,BLR_HYD,15,5185.2,17
2026-07-23,BOM_BLR,15,6839.115,12
2026-07-23,BOM_DEL,15,7880.2,7
2026-07-23,CCU_DEL,15,7751.15,18
2026-07-23,DEL_BLR,15,9245.28,23
2026-07-23,DEL_BOM,15,7544.01,10
2026-07-23,DEL_CCU,15,8331.53,11
2026-07-23,HYD_DEL,15,7173.18,16
2026-07-23,MAA_DEL,15,9069.97,7
2026-07-23,BLR_DEL,30,8222.14,14
2026-07-23,BLR_HYD,30,4713.8,17
2026-07-23,BOM_BLR,30,6428.299999999999,22
2026-07-23,BOM_DEL,30,7344.52,16
2026-07-23,CCU_DEL,30,7952.0,13
2026-07-23,DEL_BLR,30,8808.33,13
2026-07-23,DEL_BOM,30,7511.135,16
2026-07-23,DEL_CCU,30,7699.9,17
2026-07-23,HYD_DEL,30,6675.22,13
2026-07-23,MAA_DEL,30,8626.83,19
2026-07-23,BLR_DEL,45,7683.68,17
2026-07-23,BLR_HYD,45,4470.375,12
2026-07-23,BOM_BLR,45,5910.59,18
2026-07-23,BOM_DEL,45,7499.115,10
2026-07-23,CCU_DEL,45,7219.865,22
