collection_timestamp,source,origin,destination,travel_date,airline,flight_number,fare_class,advance_days,base_fare,taxes,fees,total_fare,currency,availability
2026-08-16 02:23:00,goibibo,BLR,HYD,2026-08-23 02:23:00,SpiceJet,SG5000,Economy Flex,7,5367.43,920.97,438.9,6727.3,INR,available
2026-07-17 20:28:00,indigo,BLR,DEL,2026-08-31 20:28:00,IndiGo,6E3590,Economy,45,5613.09,1117.31,336.08,7066.49,INR,available
2026-08-17 06:54:00,air_india,DEL,BOM,2026-09-01 06:54:00,SpiceJet,SG7826,Economy,15,5988.02,942.15,242.25,7172.42,INR,available
2026-09-02 16:27:00,easemytrip,DEL,BOM,2026-09-09 16:27:00,IndiGo,6E9325,Economy,7,7045.98,1261.82,339.3,8647.1,INR,available
2026-07-30 13:11:00,makemytrip,BLR,DEL,2026-08-06 13:11:00,Akasa Air,QP2657,Economy Flex,7,8312.92,1268.7,171.21,9752.82,INR,sold_out
2026-07-16 09:49:00,ixigo,HYD,DEL,2026-08-30 09:49:00,Akasa Air,QP744,Economy,45,5332.79,1140.7,376.48,6849.97,INR,available
2026-07-27 17:04:00,easemytrip,MAA,DEL,2026-08-03 17:04:00,Air India Express,IX2579,Economy Flex,7,8650.11,1673.74,178.37,10502.22,INR,available
2026-07-30 01:37:00,easemytrip,CCU,DEL,2026-08-14 01:37:00,SpiceJet,SG3770,Economy Flex,15,5079.69,983.89,225.57,6289.14,INR,available
2026-08-19 00:43:00,makemytrip,DEL,BLR,2026-10-03 00:43:00,SpiceJet,SG1757,Economy,45,5750.71,1036.96,307.51,7095.18,INR,available
2026-08-05 05:27:00,ixigo,BOM,DEL,2026-08-20 05:27:00,IndiGo,6E7853,Economy,15,5802.01,878.41,325.98,7006.4,INR,available
2026-07-23 13:35:00,goibibo,HYD,DEL,2026-08-22 13:35:00,Air India Express,IX1428,Economy,30,4918.55,848.97,273.73,6041.24,INR,available
2026-08-13 15:06:00,air_india,HYD,DEL,2026-08-28 15:06:00,Akasa Air,QP6735,Economy Flex,15,6214.55,1308.26,175.94,7698.74,INR,available
2026-07-10 15:53:00,air_india,MAA,DEL,2026-08-24 15:53:00,Air India Express,IX6666,Economy,45,6047.04,1046.2,225.26,7318.5,INR,available
2026-08-10 02:50:00,cleartrip,DEL,BLR,2026-08-25 02:50:00,IndiGo,6E8663,Economy,15,7112.27,1395.28,435.16,8942.7,INR,available
2026-07-05 15:16:00,goibibo,DEL,BOM,2026-08-19 15:16:00,IndiGo,6E5522,Economy Flex,45,5967.41,1006.08,260.51,7234.0,INR,available
2026-07-08 22:38:00,cleartrip,DEL,BLR,2026-07-09 22:38:00,Air India Express,IX6252,Economy Flex,1,11764.24,1795.63,434.16,13994.03,INR,available
2026-07-31 14:51:00,goibibo,BOM,BLR,2026-08-07 14:51:00,SpiceJet,SG7472,Economy,7,5982.22,920.9,325.77,7228.89,INR,available
2026-08-26 19:40:00,easemytrip,DEL,CCU,2026-08-27 19:40:00,IndiGo,6E3229,Economy,1,9848.76,1711.52,445.77,12006.04,INR,sold_out
2026-08-11 20:23:00,air_india,CCU,DEL,2026-08-18 20:23:00,IndiGo,6E411,Economy Flex,7,8545.19,1841.65,412.79,10799.63,INR,available
2026-07-28 02:46:00,easemytrip,DEL,BOM,2026-08-27 02:46:00,SpiceJet,SG5486,Economy,30,5425.0,1075.97,163.78,6664.74,INR,available
2026-07-26 15:02:00,ixigo,MAA,DEL,2026-08-02 15:02:00,IndiGo,6E5586,Economy Flex,7,10147.27,1961.13,170.23,12278.63,INR,available
2026-08-18 21:57:00,easemytrip,BLR,DEL,2026-10-02 21:57:00,IndiGo,6E6685,Economy Flex,45,6502.23,1269.79,410.89,8182.9,INR,sold_out
2026-08-26 15:15:00,goibibo,BLR,HYD,2026-09-25 15:15:00,Air India,AI1455,Economy Flex,30,4661.08,961.53,185.28,5807.89,INR,available
2026-08-28 17:07:00,indigo,MAA,DEL,2026-08-29 17:07:00,Air India Express,IX6301,Economy Flex,1,12410.94,2125.96,307.43,14844.32,INR,available
2026-08-11 17:27:00,makemytrip,MAA,DEL,2026-09-25 17:27:00,Akasa Air,QP4987,Economy,45,5621.78,930.15,189.63,6741.56,INR,available
2026-08-17 08:41:00,ixigo,BLR,DEL,2026-09-01 08:41:00,Air India,AI3378,Economy,15,6663.14,1212.02,389.81,8264.98,INR,available
2026-08-22 15:16:00,makemytrip,BLR,HYD,2026-09-06 15:16:00,Air India,AI169,Economy,15,4392.85,723.4,312.15,5428.41,INR,sold_out
2026-07-25 00:43:00,makemytrip,DEL,CCU,2026-09-08 00:43:00,Air India Express,IX4176,Economy Flex,45,5691.19,952.17,411.22,7054.59,INR,sold_out
2026-08-26 05:27:00,air_india,HYD,DEL,2026-09-02 05:27:00,SpiceJet,SG4872,Economy,7,4632.19,768.44,299.75,5700.38,INR,available
2026-07-31 17:12:00,air_india,DEL,CCU,2026-08-01 17:12:00,IndiGo,6E4099,Economy Flex,1,12501.97,2041.57,356.03,14899.57,INR,available
2026-08-01 15:23:00,easemytrip,DEL,BLR,2026-09-15 15:23:00,SpiceJet,SG8979,Economy,45,4887.4,895.89,402.71,6186.0,INR,available
2026-08-14 21:01:00,air_india,MAA,DEL,2026-08-21 21:01:00,IndiGo,6E5251,Economy,7,9025.68,1457.93,255.41,10739.01,INR,available
2026-08-25 15:36:00,indigo,DEL,BLR,2026-08-26 15:36:00,SpiceJet,SG4044,Economy,1,9702.21,1622.69,253.03,11577.93,INR,available
2026-08-04 15:47:00,goibibo,MAA,DEL,2026-08-19 15:47:00,Air India,AI8408,Economy Flex,15,8181.9,1509.46,160.98,9852.35,INR,available
2026-07-06 21:33:00,makemytrip,BLR,DEL,2026-07-21 21:33:00,SpiceJet,SG8818,Economy Flex,15,7796.95,1273.44,374.65,9445.04,INR,available
2026-08-27 13:26:00,makemytrip,DEL,BLR,2026-08-28 13:26:00,Air India Express,IX7744,Economy Flex,1,9936.19,1518.11,228.38,11682.67,INR,available
2026-08-30 12:28:00,ixigo,BOM,BLR,2026-09-14 12:28:00,Akasa Air,QP510,Economy,15,5348.9,926.06,217.41,6492.37,INR,available
2026-07-07 22:57:00,makemytrip,BLR,DEL,2026-07-08 22:57:00,Air India Express,IX6528,Economy Flex,1,11615.67,2392.53,205.41,14213.62,INR,available
2026-07-19 16:56:00,goibibo,BOM,DEL,2026-07-26 16:56:00,Air India,AI252,Economy,7,8620.63,1629.32,385.68,10635.62,INR,available
2026-08-17 01:18:00,ixigo,MAA,DEL,2026-08-24 01:18:00,Akasa Air,QP9786,Economy,7,9126.66,1927.12,448.67,11502.45,INR,available
2026-08-12 13:51:00,air_india,DEL,CCU,2026-08-27 13:51:00,SpiceJet,SG7461,Economy Flex,15,6675.02,1291.23,402.32,8368.57,INR,available
2026-07-28 13:45:00,air_india,HYD,DEL,2026-08-27 13:45:00,IndiGo,6E1736,Economy Flex,30,6083.73,1264.75,340.41,7688.89,INR,available
2026-07-20 23:17:00,ixigo,BOM,BLR,2026-08-04 23:17:00,Akasa Air,QP1227,Economy,15,4743.93,862.06,305.94,5911.93,INR,available
2026-07-17 03:12:00,air_india,DEL,CCU,2026-07-18 03:12:00,SpiceJet,SG7990,Economy Flex,1,12294.76,2558.01,401.74,15254.51,INR,available
2026-07-30 15:39:00,easemytrip,BOM,DEL,2026-08-29 15:39:00,SpiceJet,SG3624,Economy Flex,30,6587.43,1388.62,408.74,8384.79,INR,available
2026-07-14 17:56:00,ixigo,CCU,DEL,2026-08-13 17:56:00,SpiceJet,SG3999,Economy,30,4986.08,1086.4,150.65,6223.13,INR,available
2026-08-29 16:59:00,easemytrip,DEL,BLR,2026-08-30 16:59:00,Air India,AI9141,Economy,1,10339.36,1596.42,201.78,12137.57,INR,available
2026-07-23 13:09:00,ixigo,BLR,HYD,2026-09-06 13:09:00,SpiceJet,SG7998,Economy,45,3236.86,511.9,287.07,4035.83,INR,available
2026-08-21 11:32:00,air_india,BOM,BLR,2026-08-22 11:32:00,Air India Express,IX5117,Economy Flex,1,8028.83,1662.19,435.24,10126.25,INR,available
2026-08-14 06:02:00,cleartrip,DEL,BOM,2026-08-21 06:02:00,IndiGo,6E1620,Economy Flex,7,7724.51,1488.09,441.47,9654.07,INR,available
2026-07-02 16:40:00,makemytrip,BOM,BLR,2026-07-03 16:40:00,IndiGo,6E4653,Economy,1,7891.17,1722.56,383.85,9997.58,INR,available
2026-07-31 09:05:00,easemytrip,BOM,DEL,2026-08-30 09:05:00,IndiGo,6E8004,Economy,30,5751.43,1217.85,162.07,11708.559799541315,INR,available
2026-08-31 08:03:00,goibibo,BLR,HYD,2026-10-15 08:03:00,Akasa Air,QP6732,Economy,45,3469.36,600.87,410.79,4481.02,INR,available
2026-07-15 16:10:00,indigo,BOM,DEL,2026-07-22 16:10:00,Air India Express,IX9084,Economy,7,7376.56,1566.11,188.54,9131.21,INR,available
2026-08-08 16:05:00,ixigo,BLR,DEL,2026-09-22 16:05:00,Air India Express,IX5876,Economy,45,5849.25,1015.08,151.22,7015.56,INR,available
2026-07-21 01:28:00,goibibo,BOM,DEL,2026-07-28 01:28:00,Akasa Air,QP6628,Economy,7,5910.5,1026.56,171.21,7108.27,INR,available
2026-08-27 17:44:00,air_india,MAA,DEL,2026-10-11 17:44:00,Air India,AI7036,Economy,45,6958.57,1211.46,250.34,8420.37,INR,available
2026-08-27 05:10:00,ixigo,BLR,HYD,2026-09-26 05:10:00,Air India Express,IX8442,Economy Flex,30,4048.99,879.24,393.41,5321.65,INR,available
2026-08-25 00:02:00,air_india,DEL,BLR,2026-09-01 00:02:00,Air India,AI2255,Economy Flex,7,10392.63,1852.05,192.1,12436.78,INR,available
2026-07-03 18:32:00,ixigo,BLR,HYD,2026-07-10 18:32:00,SpiceJet,SG6732,Economy,7,4744.71,813.42,179.7,5737.83,INR,available
2026-07-14 06:13:00,makemytrip,BOM,BLR,2026-07-21 06:13:00,Air India Express,IX9012,Economy Flex,7,6971.79,1482.77,278.85,8733.4,INR,sold_out
2026-08-24 21:33:00,ixigo,DEL,BOM,2026-08-25 21:33:00,Air India Express,IX9547,Economy,1,7447.89,1185.16,352.45,8985.5,INR,available
2026-08-16 23:42:00,indigo,DEL,BLR,2026-08-31 23:42:00,SpiceJet,SG7812,Economy,15,5371.34,999.45,307.77,6678.56,INR,available
2026-08-24 23:17:00,makemytrip,CCU,DEL,2026-08-25 23:17:00,Air India Express,IX8663,Economy Flex,1,11111.97,1725.21,433.01,13270.18,INR,available
2026-07-05 09:20:00,goibibo,DEL,CCU,2026-07-20 09:20:00,Akasa Air,QP1583,Economy Flex,15,7412.54,1561.89,346.72,9321.15,INR,available
2026-07-12 11:44:00,air_india,DEL,CCU,2026-08-26 11:44:00,Akasa Air,QP6952,Economy,45,4672.71,848.67,235.56,5756.93,INR,sold_out
2026-07-25 17:28:00,indigo,HYD,DEL,2026-08-09 17:28:00,IndiGo,6E1398,Economy,15,6110.81,1203.19,410.18,7724.17,INR,available
2026-07-29 08:32:00,ixigo,DEL,BOM,2026-09-12 08:32:00,Air India Express,IX1987,Economy,45,5746.09,987.2,305.45,7038.74,INR,available
2026-09-02 23:57:00,easemytrip,BLR,HYD,2026-09-09 23:57:00,Akasa Air,QP2284,Economy,7,4110.38,893.64,388.67,5392.69,INR,available
2026-07-29 17:32:00,indigo,CCU,DEL,2026-08-13 17:32:00,Akasa Air,QP9599,Economy Flex,15,6053.11,1089.29,431.45,7573.85,INR,available
2026-08-04 14:17:00,easemytrip,BLR,HYD,2026-09-18 14:17:00,Air India,AI6487,Economy,45,3381.2,588.81,333.79,4303.8,INR,available
2026-08-06 13:24:00,air_india,HYD,DEL,2026-09-05 13:24:00,Air India Express,IX730,Economy,30,5271.55,959.18,324.99,6555.73,INR,available
2026-08-08 21:08:00,makemytrip,BLR,HYD,2026-08-09 21:08:00,IndiGo,6E3917,Economy,1,5325.47,939.7,303.31,6568.48,INR,available
2026-08-25 19:41:00,indigo,DEL,BLR,2026-09-24 19:41:00,IndiGo,6E6979,Economy,30,6156.39,981.06,300.1,11501.618797088937,INR,available
2026-09-02 07:39:00,easemytrip,BOM,BLR,2026-10-02 07:39:00,Air India Express,IX3348,Economy,30,4538.56,955.29,261.26,5755.1,INR,available
2026-08-27 11:09:00,cleartrip,BOM,BLR,2026-08-28 11:09:00,IndiGo,6E6438,Economy Flex,1,9201.61,1459.87,342.61,11004.09,INR,available
2026-08-14 17:33:00,makemytrip,BOM,BLR,2026-08-21 17:33:00,Air India,AI8282,Economy,7,6694.86,1219.05,254.56,8168.46,INR,available
2026-08-03 08:33:00,indigo,CCU,DEL,2026-08-04 08:33:00,Air India Express,IX2360,Economy,1,8687.2,1835.6,327.87,10850.67,INR,available
2026-09-01 14:23:00,cleartrip,MAA,DEL,2026-09-02 14:23:00,IndiGo,6E7028,Economy,1,9512.73,1734.66,341.32,11588.71,INR,available
2026-07-10 13:50:00,indigo,DEL,BOM,2026-07-25 13:50:00,Air India Express,IX2832,Economy Flex,15,8159.58,1256.22,205.94,9621.74,INR,available
2026-08-01 21:45:00,indigo,DEL,BOM,2026-08-31 21:45:00,Akasa Air,QP3507,Economy Flex,30,6148.2,1044.18,193.03,7385.41,INR,available
2026-08-30 23:02:00,air_india,CCU,DEL,2026-09-29 23:02:00,Air India Express,IX7128,Economy,30,5134.5,964.74,258.53,6357.77,INR,available
2026-07-28 11:19:00,goibibo,DEL,BOM,2026-08-12 11:19:00,IndiGo,6E5840,Economy,15,5617.03,979.74,377.7,6974.46,INR,available
2026-08-27 06:54:00,cleartrip,CCU,DEL,2026-10-11 06:54:00,Air India Express,IX8729,Economy,45,5991.78,1222.12,244.85,7458.76,INR,available
2026-07-17 08:16:00,indigo,BOM,BLR,2026-08-01 08:16:00,Air India Express,IX3399,Economy Flex,15,6724.37,1182.01,274.58,8180.97,INR,available
2026-07-28 07:18:00,indigo,MAA,DEL,2026-08-04 07:18:00,Akasa Air,QP5804,Economy,7,7669.55,1307.17,392.07,9368.78,INR,available
2026-08-08 09:17:00,cleartrip,BLR,HYD,2026-09-07 09:17:00,SpiceJet,SG9415,Economy,30,3047.08,496.03,229.01,3772.12,INR,available
2026-08-07 20:52:00,easemytrip,DEL,CCU,2026-08-08 20:52:00,Air India Express,IX3647,Economy,1,10527.2,2036.23,380.49,12943.91,INR,available
2026-07-09 07:35:00,indigo,CCU,DEL,2026-07-16 07:35:00,SpiceJet,SG8460,Economy Flex,7,6986.4,1483.67,399.58,8869.65,INR,available
2026-07-12 21:38:00,easemytrip,DEL,BOM,2026-07-13 21:38:00,IndiGo,6E8988,Economy Flex,1,9503.11,2012.35,412.35,11927.8,INR,available
2026-07-28 21:46:00,cleartrip,DEL,BLR,2026-08-04 21:46:00,Akasa Air,QP5926,Economy Flex,7,7832.78,1181.1,255.7,9269.58,INR,available
2026-08-15 21:57:00,easemytrip,BOM,BLR,2026-09-29 21:57:00,Air India Express,IX3738,Economy,45,3480.68,624.68,390.04,4495.4,INR,available
2026-07-24 22:48:00,indigo,BLR,DEL,2026-08-08 22:48:00,Air India Express,IX4324,Economy Flex,15,7669.39,1493.55,203.23,9366.17,INR,available
2026-07-08 09:56:00,ixigo,DEL,CCU,2026-07-09 09:56:00,Air India,AI4608,Economy Flex,1,12278.58,2546.6,275.1,15100.28,INR,sold_out
2026-07-23 17:42:00,air_india,MAA,DEL,2026-08-07 17:42:00,SpiceJet,SG3534,Economy Flex,15,7279.22,1389.45,401.3,9069.97,INR,available
2026-07-22 13:54:00,goibibo,MAA,DEL,2026-08-21 13:54:00,Air India Express,IX8013,Economy,30,6451.59,1391.14,196.16,8038.89,INR,available
2026-07-15 01:08:00,cleartrip,BOM,BLR,2026-08-14 01:08:00,IndiGo,6E2032,Economy Flex,30,5091.82,905.16,366.4,6363.37,INR,available
2026-08-27 06:51:00,cleartrip,MAA,DEL,2026-09-03 06:51:00,Akasa Air,QP3355,Economy Flex,7,9484.89,1976.36,163.34,11624.59,INR,available
2026-08-31 12:05:00,easemytrip,HYD,DEL,2026-09-01 12:05:00,IndiGo,6E9826,Economy,1,7634.63,1606.71,428.78,9670.13,INR,available
2026-07-06 19:01:00,cleartrip,CCU,DEL,2026-08-05 19:01:00,SpiceJet,SG751,Economy,30,5180.41,1029.87,432.96,6643.25,INR,sold_out
2026-07-30 19:47:00,air_india,DEL,BOM,2026-07-31 19:47:00,Air India Express,IX7483,Economy,1,9190.69,1784.57,368.49,11343.74,INR,available
2026-08-31 11:45:00,air_india,DEL,BOM,2026-09-30 11:45:00,Akasa Air,QP8707,Economy,30,4776.11,1002.32,328.23,6106.67,INR,available
2026-08-20 01:45:00,easemytrip,BOM,BLR,2026-08-27 01:45:00,SpiceJet,SG4646,Economy,7,5519.76,992.13,352.77,6864.65,INR,available
2026-08-17 01:05:00,indigo,MAA,DEL,2026-09-01 01:05:00,Air India Express,IX2437,Economy Flex,15,7661.89,1282.5,376.29,9320.68,INR,available
2026-07-19 16:07:00,easemytrip,BOM,DEL,2026-08-03 16:07:00,Akasa Air,QP5780,Economy Flex,15,6713.75,1420.42,324.01,8458.19,INR,available
2026-07-15 01:29:00,goibibo,BLR,HYD,2026-08-14 01:29:00,Air India,AI3982,Economy Flex,30,4014.0,680.21,439.16,5133.37,INR,available
2026-07-12 21:35:00,ixigo,DEL,BOM,2026-08-11 21:35:00,IndiGo,6E6592,Economy,30,5837.04,915.81,197.41,6950.25,INR,available
2026-08-02 21:10:00,cleartrip,HYD,DEL,2026-08-17 21:10:00,Akasa Air,QP9214,Economy Flex,15,6205.33,1121.99,210.37,7537.69,INR,available
2026-09-02 09:04:00,goibibo,DEL,BLR,2026-10-17 09:04:00,SpiceJet,SG8112,Economy Flex,45,6936.6,1063.0,314.9,8314.5,INR,available
2026-08-24 09:04:00,cleartrip,HYD,DEL,2026-08-25 09:04:00,SpiceJet,SG5124,Economy,1,7656.94,1532.13,308.4,9497.47,INR,available
2026-08-18 18:29:00,easemytrip,BLR,DEL,2026-09-17 18:29:00,SpiceJet,SG8421,Economy Flex,30,6499.89,1016.12,426.52,7942.53,INR,available
2026-07-25 09:32:00,ixigo,DEL,CCU,2026-07-26 09:32:00,SpiceJet,SG5132,Economy,1,9496.71,1476.43,436.64,11409.78,INR,available
2026-08-17 17:43:00,goibibo,DEL,CCU,2026-08-24 17:43:00,SpiceJet,SG1225,Economy,7,7490.44,1606.52,256.18,9353.13,INR,available
2026-07-11 06:32:00,air_india,HYD,DEL,2026-08-25 06:32:00,Air India Express,IX1045,Economy Flex,45,5307.44,1098.02,271.17,6676.62,INR,available
2026-07-05 20:16:00,ixigo,CCU,DEL,2026-07-06 20:16:00,Air India,AI7623,Economy,1,10759.03,1877.9,166.95,12803.88,INR,available
2026-07-15 09:09:00,air_india,DEL,BLR,2026-07-16 09:09:00,SpiceJet,SG4166,Economy,1,8374.07,1689.74,361.59,10425.4,INR,available
2026-08-09 10:03:00,indigo,BOM,DEL,2026-08-10 10:03:00,Air India,AI1451,Economy Flex,1,10984.91,2075.34,201.58,13261.83,INR,available
2026-08-30 18:38:00,indigo,MAA,DEL,2026-09-06 18:38:00,Air India Express,IX8928,Economy Flex,7,9797.46,1477.93,306.15,11581.53,INR,available
2026-08-23 14:27:00,air_india,HYD,DEL,2026-08-30 14:27:00,Air India,AI5541,Economy,7,7810.12,1599.01,152.88,9562.02,INR,available
2026-07-11 08:05:00,easemytrip,MAA,DEL,2026-07-18 08:05:00,IndiGo,6E4303,Economy Flex,7,9920.6,1735.9,155.1,11811.61,INR,available
2026-07-20 16:04:00,ixigo,DEL,BOM,2026-09-03 16:04:00,SpiceJet,SG7422,Economy Flex,45,5366.79,979.77,175.95,6522.52,INR,available
2026-07-14 17:29:00,goibibo,DEL,CCU,2026-07-29 17:29:00,Akasa Air,QP7944,Economy Flex,15,6978.43,1263.87,419.84,8662.15,INR,available
2026-08-20 16:18:00,air_india,BOM,DEL,2026-09-19 16:18:00,IndiGo,6E4081,Economy Flex,30,7374.0,1261.41,277.47,8912.89,INR,available
2026-07-08 09:29:00,makemytrip,HYD,DEL,2026-08-22 09:29:00,Air India Express,IX7201,Economy,45,3978.19,717.61,430.96,5126.76,INR,available
2026-08-03 09:39:00,makemytrip,DEL,BLR,2026-09-17 09:39:00,Akasa Air,QP4093,Economy,45,6332.64,1138.96,334.63,7806.23,INR,available
2026-07-17 14:13:00,indigo,DEL,CCU,2026-08-31 14:13:00,Air India Express,IX4083,Economy,45,4436.81,744.53,301.62,5482.96,INR,available
2026-08-02 19:49:00,air_india,BOM,BLR,2026-08-09 19:49:00,Air India Express,IX7724,Economy Flex,7,8632.27,1857.64,280.78,10770.7,INR,available
2026-07-19 10:00:00,indigo,BLR,DEL,2026-08-18 10:00:00,IndiGo,6E4201,Economy,30,5614.19,1144.7,265.61,7024.5,INR,available
2026-07-12 06:49:00,goibibo,CCU,DEL,2026-07-13 06:49:00,SpiceJet,SG2851,Economy,1,9212.64,1624.28,188.57,11025.5,INR,available
2026-09-02 11:57:00,makemytrip,BLR,HYD,2026-09-03 11:57:00,Air India,AI7146,Economy,1,5688.83,1226.93,232.67,7148.43,INR,available
2026-08-02 23:46:00,goibibo,HYD,DEL,2026-09-16 23:46:00,SpiceJet,SG935,Economy Flex,45,5188.4,978.44,440.86,6607.7,INR,available
2026-08-18 18:38:00,easemytrip,HYD,DEL,2026-09-17 18:38:00,Air India,AI3345,Economy Flex,30,5282.57,1098.74,282.67,6663.98,INR,available
2026-08-25 21:14:00,air_india,BOM,BLR,2026-08-26 21:14:00,IndiGo,6E1401,Economy,1,7673.94,1260.43,380.72,9315.09,INR,available
2026-07-29 21:11:00,easemytrip,BLR,HYD,2026-08-05 21:11:00,Air India,AI2771,Economy Flex,7,5026.51,822.56,382.68,6231.76,INR,available
2026-08-04 02:23:00,indigo,BOM,BLR,2026-08-05 02:23:00,SpiceJet,SG5039,Economy,1,7831.69,1541.01,437.19,9809.89,INR,available
2026-07-19 05:53:00,cleartrip,CCU,DEL,2026-08-18 05:53:00,Air India Express,IX4700,Economy,30,5460.53,907.86,310.44,6678.84,INR,available
2026-08-30 04:51:00,ixigo,BLR,DEL,2026-10-14 04:51:00,Akasa Air,QP1390,Economy,45,5196.35,1074.77,385.04,6656.16,INR,available
2026-07-10 07:07:00,easemytrip,DEL,BLR,2026-08-24 07:07:00,Akasa Air,QP1793,Economy,45,5965.22,1101.18,353.04,7419.44,INR,available
2026-08-07 20:49:00,makemytrip,BOM,DEL,2026-08-22 20:49:00,Air India,AI4617,Economy Flex,15,8161.31,1784.98,337.03,13527.788011161789,INR,available
2026-08-13 22:39:00,ixigo,BLR,DEL,2026-09-12 22:39:00,Air India Express,IX4527,Economy,30,5848.69,1109.25,315.07,7273.01,INR,available
2026-08-08 11:35:00,goibibo,BOM,BLR,2026-09-22 11:35:00,IndiGo,6E832,Economy Flex,45,4785.67,755.08,372.02,5912.77,INR,available
2026-08-10 17:40:00,cleartrip,CCU,DEL,2026-08-17 17:40:00,SpiceJet,SG9008,Economy,7,7256.13,1595.83,167.22,9019.19,INR,available
2026-07-13 17:18:00,easemytrip,BLR,DEL,2026-07-20 17:18:00,Air India,AI7449,Economy Flex,7,9420.76,2023.92,327.97,11772.65,INR,available
2026-08-02 16:58:00,goibibo,CCU,DEL,2026-08-03 16:58:00,IndiGo,6E6218,Economy Flex,1,12344.3,2701.36,350.73,15396.4,INR,available
2026-07-10 23:07:00,easemytrip,BLR,DEL,2026-07-11 23:07:00,SpiceJet,SG2960,Economy,1,12042.28,2628.44,186.52,14857.24,INR,available
2026-08-05 17:21:00,easemytrip,MAA,DEL,2026-09-04 17:21:00,Air India,AI5524,Economy Flex,30,7796.72,1532.3,275.8,9604.83,INR,available
2026-08-19 07:05:00,air_india,MAA,DEL,2026-08-20 07:05:00,Air India Express,IX3493,Economy Flex,1,12222.37,2329.89,399.38,14951.64,INR,available
2026-07-14 18:46:00,air_india,BOM,DEL,2026-07-15 18:46:00,SpiceJet,SG4658,Economy,1,8801.92,1809.27,180.48,10791.68,INR,available
2026-07-05 09:17:00,makemytrip,DEL,BLR,2026-07-12 09:17:00,Akasa Air,QP1098,Economy Flex,7,8244.71,1544.95,437.21,10226.87,INR,available
2026-07-11 23:48:00,cleartrip,BOM,BLR,2026-08-10 23:48:00,SpiceJet,SG2797,Economy,30,4514.47,723.5,197.9,5435.87,INR,available
2026-07-02 11:11:00,ixigo,HYD,DEL,2026-07-03 11:11:00,Air India,AI5284,Economy,1,8641.43,1769.53,410.82,10821.78,INR,available
2026-08-15 22:51:00,cleartrip,DEL,BLR,2026-09-14 22:51:00,Air India Express,IX7793,Economy Flex,30,6273.61,1168.49,413.67,7855.77,INR,available
2026-07-19 16:37:00,cleartrip,DEL,CCU,2026-09-02 16:37:00,Air India,AI8040,Economy Flex,45,6890.95,1052.83,187.17,8130.95,INR,available
2026-08-24 00:26:00,easemytrip,MAA,DEL,2026-10-08 00:26:00,Air India,AI2392,Economy,45,6166.35,1031.0,292.7,7490.06,INR,available
2026-08-17 02:28:00,goibibo,BOM,DEL,2026-08-18 02:28:00,Akasa Air,QP6467,Economy Flex,1,10158.81,1616.0,288.31,12063.12,INR,available
2026-08-09 08:02:00,indigo,BLR,HYD,2026-08-10 08:02:00,IndiGo,6E5145,Economy,1,6073.8,949.13,249.93,7272.86,INR,available
2026-08-20 23:36:00,air_india,DEL,BOM,2026-09-04 23:36:00,IndiGo,6E577,Economy Flex,15,7449.04,1398.25,299.34,,INR,available
2026-07-12 02:19:00,ixigo,DEL,CCU,2026-08-11 02:19:00,Air India,AI3722,Economy Flex,30,6782.73,1108.36,156.15,8047.25,INR,available
2026-07-17 20:43:00,makemytrip,BLR,DEL,2026-08-01 20:43:00,Air India Express,IX7593,Economy Flex,15,8622.1,1480.65,157.14,10259.88,INR,available
2026-08-15 19:05:00,makemytrip,DEL,CCU,2026-08-30 19:05:00,Air India Express,IX3056,Economy Flex,15,7664.76,1518.88,211.69,9395.33,INR,available
2026-08-01 02:06:00,cleartrip,CCU,DEL,2026-08-02 02:06:00,Air India Express,IX9165,Economy Flex,1,11038.34,1757.58,186.67,12982.59,INR,available
2026-08-03 16:03:00,ixigo,BLR,HYD,2026-08-04 16:03:00,Akasa Air,QP3238,Economy Flex,1,6427.34,1258.21,388.23,8073.78,INR,available
2026-08-16 16:56:00,indigo,DEL,BOM,2026-08-31 16:56:00,Akasa Air,QP9412,Economy,15,5510.68,856.0,315.95,6682.63,INR,available
2026-07-10 22:48:00,goibibo,MAA,DEL,2026-07-25 22:48:00,Akasa Air,QP6928,Economy Flex,15,8631.01,1621.08,288.0,10540.08,INR,available
2026-08-10 07:13:00,goibibo,BOM,BLR,2026-08-17 07:13:00,IndiGo,6E538,Economy,7,5720.45,1255.26,420.28,7395.98,INR,available
2026-08-15 10:37:00,makemytrip,BLR,HYD,2026-09-29 10:37:00,SpiceJet,SG7012,Economy Flex,45,3575.64,693.59,203.66,4472.9,INR,available
2026-08-16 23:59:00,ixigo,DEL,CCU,2026-08-31 23:59:00,SpiceJet,SG2513,Economy Flex,15,7206.49,1299.77,273.4,8779.67,INR,available
2026-08-04 04:07:00,makemytrip,BLR,DEL,2026-09-03 04:07:00,SpiceJet,SG740,Economy Flex,30,6905.61,1397.85,224.69,8528.15,INR,available
2026-09-03 05:29:00,air_india,BLR,DEL,2026-09-18 05:29:00,IndiGo,6E3528,Economy Flex,15,7509.44,1638.44,157.23,9305.11,INR,available
2026-08-25 11:29:00,ixigo,DEL,BLR,2026-10-09 11:29:00,Air India,AI2471,Economy Flex,45,6454.72,1384.28,174.17,8013.17,INR,available
2026-08-22 14:19:00,goibibo,DEL,CCU,2026-09-21 14:19:00,Air India,AI302,Economy,30,5681.75,1206.39,428.74,7316.87,INR,available
